Name,Tooltip,Menu level1,Menu level 2,Indicator url,Download,ddf_id,Scale
"Stomach cancer, new cases per 100,000 women","Number of new cases of stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0je8zzeM4WXQ,Download indicator to excel,stomach_cancer_new_cases_per_100000_women,lin
———————————————————————,Placeholder,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=teiT4rPfnWcd5mCldIm4Zhw,Download indicator to excel,———————————————————————,lin
"Breast cancer, number of new female cases",Total number of new female cases of breast cancer during the certain year.,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2fGuJ1VdTpOw,Download indicator to excel,breast_cancer_number_of_new_female_cases,lin
"Cervical cancer, number of new female cases",Total number of new female cases of cervical cancer during the certain year.,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0g-SgNTI23GQ,Download indicator to excel,cervical_cancer_number_of_new_female_cases,lin
"Colon&Rectum cancer, number of new female cases",Total number of new female cases of colon&rectum cancer during the certain year.,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2L5YHqVxRTLA,Download indicator to excel,colonandrectum_cancer_number_of_new_female_cases,lin
"Liver cancer, number of new female cases",Total number of new female cases of liver cancer during the certain year.,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1_IYQtrqQCKQ,Download indicator to excel,liver_cancer_number_of_new_female_cases,lin
"Lung cancer, number of new female cases",Total number of new female cases of lung cancer during the certain year.,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2oQAW8_53cVQ,Download indicator to excel,lung_cancer_number_of_new_female_cases,lin
"Stomach cancer, number of new female cases",Total number of new female cases of stomach cancer during the certain year.,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1aXfw3aV83TA,Download indicator to excel,stomach_cancer_number_of_new_female_cases,lin
———————————————————————,Placeholder,Health,"Cancer, female",https://spreadsheets.google.com/pub?key=tDkfgIt5oQ_ZJQ7IBmUvsUg,Download indicator to excel,———————————————————————,lin
"Breast cancer, deaths per 100,000 women","Number of deaths due to breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3wJUwXXDdiGg,Download indicator to excel,breast_cancer_deaths_per_100000_women,lin
"Cervical cancer, deaths per 100,000 women","Number of deaths due to cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0jPl21g3mqfQ,Download indicator to excel,cervical_cancer_deaths_per_100000_women,lin
"Colon&Rectum cancer, deaths per 100,000 women","Number of deaths due to colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3bdzmKAvdUSw,Download indicator to excel,colonandrectum_cancer_deaths_per_100000_women,lin
"Liver cancer, deaths per 100,000 women","Number of deaths due to liver cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2ItBsVpK9VBA,Download indicator to excel,liver_cancer_deaths_per_100000_women,lin
"Lung cancer, deaths per 100,000 women","Number of deaths due to lung cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2hZorcv6aVLA,Download indicator to excel,lung_cancer_deaths_per_100000_women,lin
"Stomach cancer, deaths per 100,000 women","Number of deaths due to stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RpUEQPgGcZQ,Download indicator to excel,stomach_cancer_deaths_per_100000_women,lin
———————————————————————,Placeholder,Health,"Cancer, female",https://spreadsheets.google.com/pub?key=ts7TQEIg0amXovCDzQxV5EA,Download indicator to excel,———————————————————————,lin
"Breast cancer, number of female deaths",Total number of female deaths due to breast cancer during the certain year. ,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj07QB-Apx8RfQ,Download indicator to excel,breast_cancer_number_of_female_deaths,lin
"Cervical cancer, number of female deaths",Total number of female deaths due to cervical cancer during the certain year. ,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2KBU_veE9AQg,Download indicator to excel,cervical_cancer_number_of_female_deaths,lin
"Colon&Rectum cancer, number of female deaths",Total number of female deaths due to colon&rectum cancer during the certain year. ,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0ndPkFlozzXQ,Download indicator to excel,colonandrectum_cancer_number_of_female_deaths,lin
"Liver cancer, number of female deaths",Total number of female deaths due to liver cancer during the certain year. ,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2LwNOwMSnJQA,Download indicator to excel,liver_cancer_number_of_female_deaths,lin
"Lung cancer, number of female deaths",Total number of female deaths due to lung cancer during the certain year. ,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RMyUI1QFfaA,Download indicator to excel,lung_cancer_number_of_female_deaths,lin
"Stomach cancer, number of female deaths",Total number of female deaths due to stomach cancer during the certain year. ,Health,"Cancer, female",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1o1rJNFHpQZw,Download indicator to excel,stomach_cancer_number_of_female_deaths,lin
"Colon&Rectum cancer, new cases per 100,000 men","Number of new cases of colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2UBFFaFy3Ebg,Download indicator to excel,colonandrectum_cancer_new_cases_per_100000_men,lin
"Liver cancer, new cases per 100,000 men","Number of new cases of liver cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1u0KpZbsopCA,Download indicator to excel,liver_cancer_new_cases_per_100000_men,lin
"Lung cancer, new cases per 100,000 men","Number of new cases of lung cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1kCRbsnNcTVg,Download indicator to excel,lung_cancer_new_cases_per_100000_men,lin
"Prostate cancer, new cases per 100,000 men","Number of new cases of prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3qX39HWaQjEg,Download indicator to excel,prostate_cancer_new_cases_per_100000_men,lin
"Stomach cancer, new cases per 100,000 men","Number of new cases of stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj1XKvT6zwrMPw,Download indicator to excel,stomach_cancer_new_cases_per_100000_men,lin
———————————————————————,Placeholder,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=tYvQLeBTuoKsyofvwGqS-9w,Download indicator to excel,———————————————————————,lin
"Colon&Rectum cancer, number of new male cases",Total number of new male cases of colon&rectum cancer during the certain year.,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3nBOvEwrkMTA,Download indicator to excel,colonandrectum_cancer_number_of_new_male_cases,lin
"Liver cancer, number of new male cases",Total number of new male cases of liver cancer during the certain year.,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2LIYJXVW9EVw,Download indicator to excel,liver_cancer_number_of_new_male_cases,lin
"Lung cancer, number of new male cases",Total number of new male cases of lung cancer during the certain year.,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0sd0z2MGpeeA,Download indicator to excel,lung_cancer_number_of_new_male_cases,lin
"Prostate cancer, number of new male cases",Total number of new male cases of prostate cancer during the certain year.,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2vXUZJKI0XHA,Download indicator to excel,prostate_cancer_number_of_new_male_cases,lin
"Stomach cancer, number of new male cases",Total number of new male cases of stomach cancer during the certain year.,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XF3cD2lbecA,Download indicator to excel,stomach_cancer_number_of_new_male_cases,lin
———————————————————————,Placeholder,Health,"Cancer, male",https://spreadsheets.google.com/pub?key=tIL264Nlw0AlIWlXuCWWNmQ,Download indicator to excel,———————————————————————,lin
"Colon&Rectum cancer, deaths per 100,000 men","Number of deaths due to colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj0VhkB8-rRHQg,Download indicator to excel,colonandrectum_cancer_deaths_per_100000_men,lin
"Liver cancer, deaths per 100,000 men","Number of deaths due to liver cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3rojF8TmZtOw,Download indicator to excel,liver_cancer_deaths_per_100000_men,lin
"Lung cancer, deaths per 100,000 men","Number of deaths due to lung cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2_ibAjsuNgYA,Download indicator to excel,lung_cancer_deaths_per_100000_men,lin
"Prostate cancer, deaths per 100,000 men","Number of deaths due to prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2S9phBhTP3dw,Download indicator to excel,prostate_cancer_deaths_per_100000_men,lin
