geo,storm_affected_annual_number,time
vut,802,2001
vut,0,2002
vut,0,2003
vut,54010,2004
vut,0,2005
vut,0,2006
vut,0,2007
vut,0,2008
ven,0,1970
ven,0,1971
ven,0,1972
ven,0,1973
ven,0,1974
ven,0,1975
ven,0,1976
ven,0,1977
ven,0,1978
ven,0,1979
ven,0,1980
ven,0,1981
ven,0,1982
ven,0,1983
ven,0,1984
ven,0,1985
ven,0,1986
ven,0,1987
ven,11,1988
ven,0,1989
ven,0,1990
ven,0,1991
ven,0,1992
ven,6000,1993
ven,0,1994
ven,0,1995
ven,0,1996
ven,0,1997
ven,0,1998
ven,0,1999
ven,0,2000
ven,0,2001
ven,0,2002
ven,0,2003
ven,1735,2004
ven,0,2005
ven,0,2006
ven,0,2007
ven,0,2008
vnm,0,1970
vnm,50110,1971
vnm,0,1972
vnm,150100,1973
vnm,0,1974
vnm,0,1975
vnm,0,1976
vnm,1000,1977
vnm,0,1978
vnm,0,1979
vnm,15650000,1980
vnm,0,1981
vnm,1300000,1982
vnm,1183000,1983
vnm,652000,1984
vnm,451100,1985
vnm,2503000,1986
vnm,937100,1987
vnm,1320000,1988
vnm,6418000,1989
vnm,502200,1990
vnm,477900,1991
vnm,79390,1992
vnm,38960,1993
vnm,11030,1994
vnm,23070,1995
vnm,667900,1996
vnm,1085000,1997
vnm,2526000,1998
vnm,10,1999
vnm,14560,2000
vnm,200700,2001
vnm,1800,2002
vnm,5018,2003
vnm,501000,2004
vnm,367800,2005
vnm,3298000,2006
vnm,685500,2007
vnm,156900,2008
vir,0,1970
vir,0,1971
vir,0,1972
vir,0,1973
vir,0,1974
vir,0,1975
vir,0,1976
vir,0,1977
vir,0,1978
vir,0,1979
vir,0,1980
vir,0,1981
vir,0,1982
vir,0,1983
vir,0,1984
vir,0,1985
vir,0,1986
vir,0,1987
vir,0,1988
vir,10000,1989
vir,0,1990
vir,0,1991
vir,0,1992
vir,0,1993
vir,0,1994
vir,10010,1995
vir,0,1996
vir,0,1997
vir,0,1998
vir,3,1999
vir,0,2000
vir,0,2001
vir,0,2002
vir,0,2003
vir,0,2004
vir,0,2005
vir,0,2006
vir,0,2007
vir,0,2008
wlf,0,1970
wlf,0,1971
wlf,0,1972
wlf,0,1973
wlf,0,1974
wlf,0,1975
wlf,0,1976
wlf,0,1977
wlf,0,1978
wlf,0,1979
wlf,0,1980
wlf,0,1981
wlf,0,1982
wlf,0,1983
wlf,0,1984
wlf,0,1985
wlf,4501,1986
wlf,0,1987
wlf,0,1988
wlf,0,1989
wlf,0,1990
wlf,0,1991
wlf,0,1992
wlf,0,1993
wlf,0,1994
wlf,0,1995
wlf,0,1996
wlf,0,1997
wlf,0,1998
wlf,0,1999
wlf,0,2000
wlf,0,2001
wlf,0,2002
wlf,0,2003
wlf,0,2004
wlf,0,2005
wlf,0,2006
wlf,0,2007
wlf,0,2008
deu_west,0,1970
deu_west,0,1971
deu_west,54,1972
deu_west,0,1973
deu_west,0,1974
deu_west,0,1975
deu_west,82,1976
deu_west,0,1977
deu_west,0,1978
deu_west,0,1979
deu_west,0,1980
deu_west,0,1981
deu_west,0,1982
deu_west,0,1983
deu_west,253,1984
deu_west,0,1985
deu_west,0,1986
deu_west,0,1987
deu_west,0,1988
deu_west,0,1989
deu_west,0,1990
deu_west,0,1991
deu_west,0,1992
deu_west,0,1993
deu_west,0,1994
deu_west,0,1995
deu_west,0,1996
deu_west,0,1997
deu_west,0,1998
deu_west,0,1999
deu_west,0,2000
deu_west,0,2001
deu_west,0,2002
deu_west,0,2003
deu_west,0,2004
deu_west,0,2005
deu_west,0,2006
deu_west,0,2007
deu_west,0,2008
yem,0,1970
yem,0,1971
yem,0,1972
yem,0,1973
yem,0,1974
yem,0,1975
yem,0,1976
yem,0,1977
yem,0,1978
yem,0,1979
yem,0,1980
yem,0,1981
yem,0,1982
yem,0,1983
yem,0,1984
yem,0,1985
yem,0,1986
yem,0,1987
yem,0,1988
yem,0,1989
yem,0,1990
yem,0,1991
yem,0,1992
yem,0,1993
yem,0,1994
yem,0,1995
yem,0,1996
yem,0,1997
yem,0,1998
yem,0,1999
yem,0,2000
yem,30,2001
yem,0,2002
yem,0,2003
yem,0,2004
yem,0,2005
yem,0,2006
yem,0,2007
yem,0,2008
zwe,0,1970
zwe,0,1971
zwe,0,1972
zwe,0,1973
zwe,0,1974
zwe,11,1975
zwe,0,1976
zwe,0,1977
zwe,0,1978
zwe,0,1979
zwe,0,1980
zwe,0,1981
zwe,0,1982
zwe,0,1983
zwe,0,1984
zwe,0,1985
zwe,0,1986
zwe,0,1987
zwe,0,1988
zwe,0,1989
zwe,0,1990
zwe,0,1991
zwe,0,1992
zwe,0,1993
zwe,0,1994
zwe,0,1995
zwe,0,1996
zwe,0,1997
zwe,0,1998
zwe,0,1999
zwe,0,2000
zwe,0,2001
zwe,0,2002
zwe,8,2003
zwe,0,2004
zwe,0,2005
zwe,0,2006
zwe,0,2007
zwe,0,2008
