concept,name,concept_type,description,indicator_url,unit,interpolation,drill_up,domain,scales
traffic_mortality_children_0_14_per_100000_people,Traffic mortality 0-14,measure,"Mortality among children aged 0-14 years due to traffic injury, per 100,000 standard population, age adjusted",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldHB2MkhmVDcyMG1Oa3Y5eEhRQ0VlUWc,per 100 000 people,,,,"['linear', 'log']"
traffic_mortality_15_29_per_100000_people,Traffic mortality 15-29,measure,"Mortality among persons aged 15-29 years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVPSG5qYzBfS0llQ1RnTl9wWXZodkE,per 100 000 people,,,,"['linear', 'log']"
traffic_mortality_30_44_per_100000_people,Traffic mortality 30-44,measure,"Mortality among persons aged 30-44 years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGRqbENsQm5VMWFLdnRXV0w1S0tVSEE,per 100 000 people,,,,"['linear', 'log']"
traffic_mortality_45_59_per_100000_people,Traffic mortality 45-59,measure,"Mortality among persons aged 45-59 years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldFJrcW9wdlJITlBDYU9IbnRKdVllVGc,per 100 000 people,,,,"['linear', 'log']"
traffic_mortality_60plus_per_100000_people,Traffic mortality 60+,measure,"Mortality among persons aged 60+ years due to traffic injury, per 100,000 standard population, age adjusted",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEw5RXhuckZuU1V2aVAzNDFZaDUxa2c,per 100 000 people,,,,"['linear', 'log']"
ifpri_underweight_children,IFPRI Underweight children,measure,Percent of children under five who are more than two standard deviations below average weight for age. ,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHFkZlc5WkhVQmVmeU0tR0RsSUdTU0E,,,,,"['linear', 'log']"
maternal_mortality_ratio_who,Maternal mortality (WHO),measure,"The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdE5UaXVKa2hWbUFzcUJJbVdHOE1VcFE,deaths per 100 000 live births,,,,"['log', 'linear']"
battle_deaths_per_100_000,Battle deaths,measure,"Battle deaths, age-adjusted mortality per 100 000 standard population.",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldElMWEl4RFVTemlMbzJqRU50ZDJ3SHc,per 100 000,,,,"['linear', 'log']"
armed_forces_personnel_total,Armed forces total,measure,"Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces.",https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdG1nNjk5RzItcUp6N2dSdHUwOENXa0E,,,,,"['linear', 'log']"
armed_forces_personnel_percent_of_labor_force,Armed forces share,measure,"Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces. Labor force comprises all people who meet the International Labour Organization's definition of the economically active population.",https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdFFoVWRjcUdKZDFydGdGNXkzS2ZRbHc,% of labor force,,,,"['linear', 'log']"
murder_total_deaths,Murder total deaths,measure,Total number of estimated deaths from interpersonal violence,http://spreadsheets.google.com/pub?key=tIgjxaAg3M6kuHRcQTjEgsQ,,,,,"['linear', 'log']"
suicide_total_deaths,Suicide,measure,Total number of estimated deaths from self-inflicted injury,http://spreadsheets.google.com/pub?key=tOS388dWYzO1_FANUaiwKuA,total deaths,,,,"['linear', 'log']"
traffic_total_deaths,Traffic,measure,Total number of estimated deaths from road traffic accidents,http://spreadsheets.google.com/pub?key=tW9t1f9EQpvS4U04kWnk-og,total deaths,,,,"['linear', 'log']"
debt_servicing_costs_percent_of_exports_and_net_income_from_abroad,Debt servicing costs,measure,"The sum of principal and interest paid in foreign currency, goods or services on long-term debt, interest paid on short-term debt and repayments to the International Monetary Fund, as a percentage of net exports and income from abroad.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEd-30XcArAJHA,% of exports and net income from abroad,,,,"['linear', 'log']"
external_debt_total_us_not_inflation_adjusted,"External debt, total",measure,"Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U. S. dollars. World Bank, Global Development Finance. ",http://spreadsheets.google.com/pub?key=pyj6tScZqmEdQY2PxSsxxJQ,"US$, not inflation-adjusted",,,,"['linear', 'log']"
present_value_of_debt_percent_of_gni,Present value of debt,measure,"Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The GNI denominator is a three-year average.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEeUceHo3wTOaQ,% of GNI,,,,"['linear', 'log']"
exports_unit_value_index_2000100,Exports unit value,measure,"Export values are the current value of exports (f.o.b.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's export value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the export value indexes are derived from export volume indexes (line 72) and corresponding unit value indexes of exports (line 74) in the IMF's International Financial Statistics.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEddLKU1fnfSSA,"index, 2000=100",,,,"['linear', 'log']"
imports_unit_value_index_2000100,Imports unit value,measure,"Import value indexes are the current value of imports (c.i.f.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's import value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the import value indexes are derived from import volume indexes (line 73) and corresponding unit value indexes of imports (line 75) in the IMF's International Financial Statistics.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEcL6zpB3Sj1Wg,"index, 2000=100",,,,"['linear', 'log']"
net_barter_terms_of_trade_2000_100,Net barter terms of trade,measure,Net barter terms of trade is the percentage ratio of the export price index to the corresponding import price index measured relative to the base year 2000. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe5SueBIj6eSw,2000 = 100,,,,"['linear', 'log']"
dead_kids_per_woman,Dead kids per woman,measure,How many children a woman has on average that dies before their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdDRQTUhzNmVySlp6djRtLWh4eS1sNHc,,,,,"['linear', 'log']"
surviving_kids_per_woman,Surviving kids per woman,measure,How many children a woman has on average that survives until their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdGdFWmhqOEVXcUZha1hJWXAtWHlDSFE,,,,,"['linear', 'log']"
20120905_extreme_poverty_percent_people_below_125_a_day,Extreme poverty (2012-09-05),measure,WDI 20120905 The percentage of people living on less than $1.25 (2005 purchasing power parity dollars).,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdDhjcXdjbURLMFFVcVFPYThhYmtvZXc,% people below $1.25 a day,,,,"['linear', 'log']"
alternative_gdp_per_capita_ppp_wb,"Alternative GDP/capita PPP, WB",measure,"GDP per capita PPP, in 2005 i$ from World Bank.",https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdERlTHZFQ2ZaUkpySHpQMF82UmdlcUE,,,,,"['linear', 'log']"
alternative_gdp_per_capita_ppp_pwt_7_1,"Alternative GDP/capita PPP, PWT 7.1",measure,"GDP per capita PPP, in 2005 i$ from PWT 7.1",https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdEhhbV90QlJ3RFM0TW83dHd6RXBiX3c,,,,,"['linear', 'log']"
number_of_child_deaths,Number of child deaths,measure,The number of children dying before age 5,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhSY2trbEVpYnNsMENqendaVm5ucnc,,,,,"['linear', 'log']"
energy_supply_per_person_toe,Energy supply per person,measure,"Total energy supply per person, tonnes of oil equivalent",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFFjMFlMeS02N1NGNjJabl8wamVtdHc,tons in oil eqv.,,,,"['linear', 'log']"
energy_from_solid_biofuels_percent,Energy from solid biofuels,measure,"Percent of total energy supply that comes from ""solid biofuels"". Solid biofuels includes ""traditional energy sources"" e.g. firewood. ",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFdaNHA3R1BzcG9GSlkwMXdnMHpScVE,%,,,,"['linear', 'log']"
residential_energy_use_percent,Residential energy use,measure,"Percent of total emergy consumption that is used as ""residential consumption""","https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdEV1RkJqTEItQnJYVXJlZzVuc3Y3Mmc

",%,,,,"['linear', 'log']"
life_expectancy_at_birth_data_from_ihme,Life expectancy at birth (IHME),measure,"Life expectancy at birth, the data is taken from Institute for health metrics and evaluation",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdG9jSHA0WklHU0dqUnBCVUpVOXFzQUE,,,,,"['linear', 'log']"
children_per_woman_temporary_update,Children per woman temporary update,measure,"Children per woman (TFR), temporary update",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFJCTm43NGc0SzdYeHBpZWZGb1V0ckE,,,,,"['linear', 'log']"
alternative_gdp_per_capita_ppp_pwt_8_0,Alternative GDP/capita PPP PWT 8.0,measure,"GDP per capita PPP, in 2005 i$ from PWT 8.0 (based on rgdpe)",https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhmWXFMY0hNcDFiTEt3ZVE4b21wRlE,,,,,"['linear', 'log']"
life_expectancy_male,"Life expectancy, male",measure,"Life expectancy at birth, male, with projections",https://docs.google.com/spreadsheet/pub?key=1iHsRp1TARpgh2CbuZGP5fj6jeY3Iz5cBLKTDlukVSHI,,,,,"['linear', 'log']"
life_expectancy_female,"Life expectancy, female",measure,"Life expectancy at birth, female, with projections",https://docs.google.com/spreadsheet/pub?key=12VhzicKNQCt8I4gmtBmulpfzDfnGjvFPr38g2wDcEGU,,,,,"['linear', 'log']"
gdp_total_yearly_growth,GDP total yearly growth,measure,"Based on gapminder's GDP per capita, PPP",https://docs.google.com/spreadsheet/pub?key=1LklNUuBgFLNcGyG63kqjyze7N8_fDlNLAWZG4YKwJXc,% of total GDP,,,,"['linear', 'log']"
gdp_per_capita_yearly_growth,GDP/capita yearly growth,measure,"Based on gapminder's GDP per capita, PPP",https://docs.google.com/spreadsheet/pub?key=1tAnT0EeP67_DoOJCXb3Wd0hqjVMe0KWHPwUH22-BNmQ,% of GDP/capita,,,,"['linear', 'log']"
yearly_co2_emissions_1000_tonnes,Yearly CO2 emissions,measure,Total carbon dioxide emissions from the burning of fossil fuels during the given year (1000 metric tonnes of CO2).,https://docs.google.com/spreadsheet/pub?key=16USvgw1H-rXCK0ZMmDkyMPd1FXQNpjCj6HCMIn-fmFQ,1000 tons,,,,"['linear', 'log']"
child_mortality_0_5_year_olds_more_years_version_7,"Child mortality (More years, v.7)",measure,"Death of children under five years of age per 1,000 live births. More years are included in this indicator.",http://spreadsheets.google.com/pub?key=1qOyLQJxO8zBHvldD1tS1s9dYIHuCe8u72JZQ_LjI9qI,deaths under age 5 per 1 000 births,,,,"['linear', 'log']"
number_of_people_in_poverty,Number of people in poverty,measure,Number of the poor population in millions living on less than $1.25 a day at 2005 international prices. Povcal data,https://docs.google.com/spreadsheet/pub?key=1edXplIOkF3Y5OuEWp_aVapd92-OD5aVFAPECZLgP8cA,millions,,,,"['linear', 'log']"
income_per_person_long_series,Income per person (long series),measure,"Income per person, version 15, including historical data & projections",https://docs.google.com/spreadsheet/pub?key=1SKMoV61HUNwWfYNCZs2M9zgMWqVrs9YrbJxs5HQbJSQ,,,,,"['linear', 'log']"
newborn_mortality_rate_per_1000,Newborn mortality rate per 1000,measure,Neonatal mortality rate. Children dying within the first 28 days per 1000 live births.,https://docs.google.com/spreadsheet/pub?key=1S3Kcw96vp5-fZbaM7Lck_06IbJ8DagThGI5KHnzeSps,,,,,"['linear', 'log']"
newborn_deaths,Newborn deaths,measure,Neonatal deaths Children dying within the first 28 days.,https://docs.google.com/spreadsheet/pub?key=1iTvolhgIMta3MmsoPkGnewJiaybev3MvR9e_7mxZ48o,,,,,"['linear', 'log']"
sg_gdp_p_cap_const_ppp2011_dollar,sg_gdp_p_cap_const_ppp2011_dollar,measure,,http://www.gapminder.org/news/data-sources-dont-panic-end-poverty,,,,,"['log', 'linear']"
sg_gini,sg_gini,measure,,http://www.gapminder.org/news/data-sources-dont-panic-end-poverty,,,,,['linear']
sg_population,sg_population,measure,,http://www.gapminder.org/news/data-sources-dont-panic-end-poverty,,,,,"['linear', 'log']"
