concept,name,concept_type,domain,indicator_url,color,scales,drill_up,unit,interpolation,description,tags
meningitis_deaths_in_children_1_59_months_total_deaths,"Meningitis deaths in children, total",measure,,http://spreadsheets.google.com/pub?key=tX-vHLzEZ7mqfk1vf6SbUXA,,"[""log"", ""linear""]",,1-59 months,,Meningitis deaths in children 1-59 months (total deaths),causes_of_child_deaths
ncd_deaths_in_children_1_59_months_total_deaths,"NCD deaths in children, total",measure,,http://spreadsheets.google.com/pub?key=tfmFGk3PIvTgimegQiHOtSQ,,"[""log"", ""linear""]",,1-59 months,,NCD deaths in children 1-59 months (total deaths),causes_of_child_deaths
pertussis_deaths_in_children_1_59_months_total_deaths,"Pertussis deaths in children, total",measure,,http://spreadsheets.google.com/pub?key=tdOlzqGxVdDnnCpfWyyGX1A,,"[""log"", ""linear""]",,1-59 months,,Pertussis deaths in children 1-59 months (total deaths),causes_of_child_deaths
pneumonia_deaths_in_children_1_59_months_total_deaths,"Pneumonia deaths in children, total",measure,,http://spreadsheets.google.com/pub?key=tcYkTk6KMHsrXzcM9WyUxbw,,"[""log"", ""linear""]",,1-59 months,,Pneumonia deaths in children 1-59 months (total deaths),causes_of_child_deaths
other_infections_deaths_in_children_1_59_months_total_deaths,"Other infections deaths in children, total",measure,,http://spreadsheets.google.com/pub?key=tiehFos6jB-lekEAH028deA,,"[""log"", ""linear""]",,1-59 months,,Other infections deaths in children 1-59 months (total deaths),causes_of_child_deaths
breast_cancer_new_cases_per_100000_women,"Breast, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0Zbn8wVYsEHQ,,"[""linear"", ""log""]",,per 100 000 women,,"Number of new cases of breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
cervical_cancer_new_cases_per_100000_women,"Cervical, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XpKHFksEPcA,,"[""linear"", ""log""]",,per 100 000 women,,"Number of new cases of cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
colonandrectum_cancer_new_cases_per_100000_women,"Colon&Rectum, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2P7lqZXLeZAw,,"[""linear"", ""log""]",,per 100 000 women,,"Number of new cases of colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
liver_cancer_new_cases_per_100000_women,"Liver, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2xhaKENmyRKw,,"[""linear"", ""log""]",,per 100 000 women,,"Number of new cases of liver cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
lung_cancer_new_cases_per_100000_women,"Lung, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0UaQ2DNjK9Lg,,"[""linear"", ""log""]",,per 100 000 women,,"Number of new cases of lung cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
stomach_cancer_new_cases_per_100000_women,"Stomach, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0je8zzeM4WXQ,,"[""linear"", ""log""]",,per 100 000 women,,"Number of new cases of stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
breast_cancer_number_of_new_female_cases,"Breast, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2fGuJ1VdTpOw,,"[""linear"", ""log""]",,,,Total number of new female cases of breast cancer during the certain year.,cancer_female
cervical_cancer_number_of_new_female_cases,"Cervical , new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0g-SgNTI23GQ,,"[""linear"", ""log""]",,,,Total number of new female cases of cervical cancer during the certain year.,cancer_female
colonandrectum_cancer_number_of_new_female_cases,"Colon&Rectum, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2L5YHqVxRTLA,,"[""linear"", ""log""]",,,,Total number of new female cases of colon&rectum cancer during the certain year.,cancer_female
liver_cancer_number_of_new_female_cases,"Liver, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1_IYQtrqQCKQ,,"[""linear"", ""log""]",,,,Total number of new female cases of liver cancer during the certain year.,cancer_female
lung_cancer_number_of_new_female_cases,"Lung, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2oQAW8_53cVQ,,"[""linear"", ""log""]",,,,Total number of new female cases of lung cancer during the certain year.,cancer_female
stomach_cancer_number_of_new_female_cases,"Stomach, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1aXfw3aV83TA,,"[""linear"", ""log""]",,,,Total number of new female cases of stomach cancer during the certain year.,cancer_female
breast_cancer_deaths_per_100000_women,"Breast, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3wJUwXXDdiGg,,"[""linear"", ""log""]",,per 100 000 women,,"Number of deaths due to breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
cervical_cancer_deaths_per_100000_women,"Cervical, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0jPl21g3mqfQ,,"[""linear"", ""log""]",,per 100 000 women,,"Number of deaths due to cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
colonandrectum_cancer_deaths_per_100000_women,"Colon&Rectum, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3bdzmKAvdUSw,,"[""linear"", ""log""]",,per 100 000 women,,"Number of deaths due to colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
liver_cancer_deaths_per_100000_women,"Liver, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2ItBsVpK9VBA,,"[""linear"", ""log""]",,per 100 000 women,,"Number of deaths due to liver cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
lung_cancer_deaths_per_100000_women,"Lung, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2hZorcv6aVLA,,"[""linear"", ""log""]",,per 100 000 women,,"Number of deaths due to lung cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
stomach_cancer_deaths_per_100000_women,"Stomach, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RpUEQPgGcZQ,,"[""linear"", ""log""]",,per 100 000 women,,"Number of deaths due to stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_female
breast_cancer_number_of_female_deaths,"Breast, deaths total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj07QB-Apx8RfQ,,"[""linear"", ""log""]",,,,Total number of female deaths due to breast cancer during the certain year. ,cancer_female
cervical_cancer_number_of_female_deaths,"Cervical, deaths total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2KBU_veE9AQg,,"[""linear"", ""log""]",,,,Total number of female deaths due to cervical cancer during the certain year. ,cancer_female
colonandrectum_cancer_number_of_female_deaths,"Colon&Rectum, deaths total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0ndPkFlozzXQ,,"[""linear"", ""log""]",,,,Total number of female deaths due to colon&rectum cancer during the certain year. ,cancer_female
liver_cancer_number_of_female_deaths,"Liver, deaths total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2LwNOwMSnJQA,,"[""linear"", ""log""]",,,,Total number of female deaths due to liver cancer during the certain year. ,cancer_female
lung_cancer_number_of_female_deaths,"Lung, deaths total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RMyUI1QFfaA,,"[""linear"", ""log""]",,,,Total number of female deaths due to lung cancer during the certain year. ,cancer_female
stomach_cancer_number_of_female_deaths,"Stomach, deaths total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1o1rJNFHpQZw,,"[""linear"", ""log""]",,,,Total number of female deaths due to stomach cancer during the certain year. ,cancer_female
colonandrectum_cancer_new_cases_per_100000_men,"Colon&Rectum, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2UBFFaFy3Ebg,,"[""linear"", ""log""]",,per 100 000 men,,"Number of new cases of colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
liver_cancer_new_cases_per_100000_men,"Liver, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1u0KpZbsopCA,,"[""linear"", ""log""]",,per 100 000 men,,"Number of new cases of liver cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
lung_cancer_new_cases_per_100000_men,"Lung, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1kCRbsnNcTVg,,"[""linear"", ""log""]",,per 100 000 men,,"Number of new cases of lung cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
prostate_cancer_new_cases_per_100000_men,"Prostate, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3qX39HWaQjEg,,"[""linear"", ""log""]",,per 100 000 men,,"Number of new cases of prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
stomach_cancer_new_cases_per_100000_men,"Stomach, new cases",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1XKvT6zwrMPw,,"[""linear"", ""log""]",,per 100 000 men,,"Number of new cases of stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
colonandrectum_cancer_number_of_new_male_cases,"Colon&Rectum, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3nBOvEwrkMTA,,"[""linear"", ""log""]",,,,Total number of new male cases of colon&rectum cancer during the certain year.,cancer_male
liver_cancer_number_of_new_male_cases,"Liver, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2LIYJXVW9EVw,,"[""linear"", ""log""]",,,,Total number of new male cases of liver cancer during the certain year.,cancer_male
lung_cancer_number_of_new_male_cases,"Lung, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0sd0z2MGpeeA,,"[""linear"", ""log""]",,,,Total number of new male cases of lung cancer during the certain year.,cancer_male
prostate_cancer_number_of_new_male_cases,"Prostate, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2vXUZJKI0XHA,,"[""linear"", ""log""]",,,,Total number of new male cases of prostate cancer during the certain year.,cancer_male
stomach_cancer_number_of_new_male_cases,"Stomach, new cases, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XF3cD2lbecA,,"[""linear"", ""log""]",,,,Total number of new male cases of stomach cancer during the certain year.,cancer_male
colonandrectum_cancer_deaths_per_100000_men,"Colon&Rectum, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0VhkB8-rRHQg,,"[""linear"", ""log""]",,per 100 000 men,,"Number of deaths due to colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
liver_cancer_deaths_per_100000_men,"Liver, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3rojF8TmZtOw,,"[""linear"", ""log""]",,per 100 000 men,,"Number of deaths due to liver cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
lung_cancer_deaths_per_100000_men,"Lung, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2_ibAjsuNgYA,,"[""linear"", ""log""]",,per 100 000 men,,"Number of deaths due to lung cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
prostate_cancer_deaths_per_100000_men,"Prostate, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2S9phBhTP3dw,,"[""linear"", ""log""]",,per 100 000 men,,"Number of deaths due to prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
stomach_cancer_deaths_per_100000_men,"Stomach, deaths",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3ky4_oAkatBw,,"[""linear"", ""log""]",,per 100 000 men,,"Number of deaths due to stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",cancer_male
colonandrectum_cancer_number_of_male_deaths,"Colon&Rectum, deaths, total",measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0-sqkfnD4rGA,,"[""linear"", ""log""]",,,,Total number of male deaths due to colon&rectum cancer during the certain year. ,cancer_male
